target,template,seed,fold,test_r2
Other_0pct,multiplicative,0,0,-0.04389922591976658
Other_0pct,multiplicative,0,1,-0.1963457291488293
Other_0pct,multiplicative,0,2,-0.02750622160443994
Other_0pct,multiplicative,0,3,-0.0019233617477365517
Other_0pct,multiplicative,0,4,-0.019108683426133366
Other_0pct,thermal_softening,0,0,-0.020708728763248363
Other_0pct,thermal_softening,0,1,-0.028950918221404942
Other_0pct,thermal_softening,0,2,-0.01945227892371637
Other_0pct,thermal_softening,0,3,-0.0997469049404327
Other_0pct,thermal_softening,0,4,-1.7114502756775645
Other_0pct,arrhenius,0,0,-0.050185612031710125
Other_0pct,arrhenius,0,1,-0.09220803954109336
Other_0pct,arrhenius,0,2,-0.027219610688511198
Other_0pct,arrhenius,0,3,-0.054486321784839475
Other_0pct,arrhenius,0,4,-0.04525849492605061
Other_0pct,power_law,0,0,-0.04828263239996389
Other_0pct,power_law,0,1,-0.30089648942976766
Other_0pct,power_law,0,2,-0.028866251770518714
Other_0pct,power_law,0,3,0.0892378704279001
Other_0pct,power_law,0,4,-0.07096392055406509
Other_0pct,free_2stage,0,0,-1.0
Other_0pct,free_2stage,0,1,-0.06812944143173127
Other_0pct,free_2stage,0,2,0.07862058215128798
Other_0pct,free_2stage,0,3,0.17855104114554454
Other_0pct,free_2stage,0,4,-0.02767103456447928
Other_0pct,free_1stage,0,0,0.010497262432846544
Other_0pct,free_1stage,0,1,-0.01285104869758169
Other_0pct,free_1stage,0,2,-0.02280168857277709
Other_0pct,free_1stage,0,3,0.13694905317410144
Other_0pct,free_1stage,0,4,0.050745435463168787
Other_0pct,entropy_weighted,0,0,-0.02405186453201935
Other_0pct,entropy_weighted,0,1,-0.13199594291302552
Other_0pct,entropy_weighted,0,2,-0.11282797377976794
Other_0pct,entropy_weighted,0,3,-0.024273436416608396
Other_0pct,entropy_weighted,0,4,-0.08219897901070894
Other_0pct,calphad,0,0,-0.04035697572109753
Other_0pct,calphad,0,1,-0.48512883067127
Other_0pct,calphad,0,2,-0.3850967691663889
Other_0pct,calphad,0,3,0.36871786864577194
Other_0pct,calphad,0,4,-1.1076107043223016
Other_20pct,additive,0,0,-0.059239060731441695
Other_20pct,additive,0,1,-0.2419607417367129
Other_20pct,additive,0,2,0.00742905650705572
Other_20pct,additive,0,3,0.016033224875559693
Other_20pct,additive,0,4,-0.07192962084110932
Other_20pct,multiplicative,0,0,-0.11251713730182478
Other_20pct,multiplicative,0,1,-0.20368910527148598
Other_20pct,multiplicative,0,2,0.019020850593570393
Other_20pct,multiplicative,0,3,0.02969224577395302
Other_20pct,multiplicative,0,4,-0.06654190364854329
Other_20pct,thermal_softening,0,0,-0.024164280671462368
Other_20pct,thermal_softening,0,1,-0.0880618884869806
Other_20pct,thermal_softening,0,2,-0.022526218084288452
Other_20pct,thermal_softening,0,3,-0.09543711840269986
Other_20pct,thermal_softening,0,4,-0.1021418747021623
Other_20pct,arrhenius,0,0,-0.046052432774869034
Other_20pct,arrhenius,0,1,-0.0349660251379047
Other_20pct,arrhenius,0,2,-0.04173983541258042
Other_20pct,arrhenius,0,3,-0.12386265511302597
